test_subject,test_type,test_queue,gold_answer,pretrained_subject,pretrained_answer,pretrained_retrieval_score,pretrained_answer_similarity_top1,pretrained_answer_similarity_best3,v2_subject,v2_answer,v2_retrieval_score,v2_answer_similarity_top1,v2_answer_similarity_best3,best3_delta,delta
Unautorisiertes Zugriffsanliegen erkannt,Incident,Technical Support,"Wir behandeln diesen Fall mit der größten Dringlichkeit. Vielen Dank für Ihre Meldung. Wir werden das unerlaubte Zugriffsanliegen eingehend untersuchen und die Sicherheitsprüfung durchgehen. Bitte geben Sie uns mehr Details zu den veralteten Software-Lücken, damit wir identifizieren können, welche spezifischen Lücken es gibt. Sie können uns unter dem angegebenen Telefonnummer anrufen, um weitere Diskussionen zu führen.",Unbefugter Zugriffsversuch identifiziert,"Sehr geehrte <name>, wir nehmen das Sicherheitsproblem am Krankenhaus ernst und danken Ihnen für Ihre Mitteilung. Um den Vorfall zu untersuchen, benötigen wir mehr Informationen, einschließlich des Tages und der Uhrzeit, zu der sich der Vorfall ereignet hat, sowie eventuell empfangener Fehlermeldungen. Bitte geben Sie uns auch die Ergebnisse der durchgeführten Sicherheitsprüfungen an. Wir möchten gerne telefonisch mit Ihnen sprechen, sobald es Ihnen bequem ist, um die nächsten Schritte zu besprechen und das Problem zu lösen. Sie sind jederzeit willkommen, uns unter dem Telefonnummer <tel_num> zu erreichen.",0.9233559370040894,0.6199584007263184,0.6220022439956665,Beachtung notwendiger Sicherheitsmaßnahmen infolge unbefugten Zugriffsversuchs,"Wir werden die Angelegenheit mit der gleichen Dringlichkeit behandeln und den Vorfall gründlich untersuchen. Sicherheitsprüfung und Aktualisierungen werden wir auf die veralteten Softwareversionen zurückführen. Bitte geben Sie uns mehr Details zu den identifizierten Mängeln. Sie können sich mit dem Telefonnummer <tel_num> in Verbindung setzen, um weitere Diskussionen zu führen.",0.7793458104133606,0.8243646621704102,0.8243646621704102,0.2023624181747436,0.20236241817474365
Query About Service Downtime Maintenance Progress,Request,Service Outages and Maintenance,"Thank you for reaching out about the service disruption. We are aware of the issue, and our technical team is actively working to resolve it. At present, services may experience occasional interruptions. We anticipate a resolution within the next few hours and will provide an update once full service is restored. While official workarounds are not yet available, we appreciate your patience.",Query About Future Service Disruptions and Maintenance Timelines,"Thank you for reaching out about the upcoming service disruptions and maintenance schedules. The scheduled outages and maintenance windows in the near future are expected to impact big data lakes, analytical models, and automated investment platforms. Maintenance plans will include advance notifications with detailed information about the timing, affected components, expected downtime, and recommended preparations. For urgent issues during maintenance periods, you may contact our support hotline at <tel_num> to reach the designated support team.",0.8812547922134399,0.6786180138587952,0.6786180138587952,Query About Future Service Disruptions and Maintenance Timelines,"Thank you for reaching out about the upcoming service disruptions and maintenance schedules. The scheduled outages and maintenance windows in the near future are expected to impact big data lakes, analytical models, and automated investment platforms. Maintenance plans will include advance notifications with detailed information about the timing, affected components, expected downtime, and recommended preparations. For urgent issues during maintenance periods, you may contact our support hotline at <tel_num> to reach the designated support team.",0.8040908575057983,0.6786180138587952,0.875597357749939,0.1969793438911438,0.1969793438911438
Privacy of Medical Information,Problem,Billing and Payments,We recognize your concern regarding the vulnerabilities in medical information privacy despite the basic firewalls in place. Please escalate this issue to our security team by contacting <tel_num>. We will discuss and work towards finding a solution to enhance the security measures.,Sicherheitsrisiko: Medizinische Daten potenziell bedroht,"Prüfe das gemeldete Sicherheitsrisiko auf medizinische Daten. Möchte mich mit dir über diese Angelegenheit in Kontakt setzen. Könntest du bitte ein geeignetes Zeitfenster angeben, wann ich anrufen kann? Um die Angelegenheit fortzusetzen, benötige ich die nächsten Schritte bezüglich <acc_num>. <tel_num>",0.810073733329773,0.61451256275177,0.61451256275177,Sicherheitsrisiko: Medizinische Daten potenziell bedroht,"Prüfe das gemeldete Sicherheitsrisiko auf medizinische Daten. Möchte mich mit dir über diese Angelegenheit in Kontakt setzen. Könntest du bitte ein geeignetes Zeitfenster angeben, wann ich anrufen kann? Um die Angelegenheit fortzusetzen, benötige ich die nächsten Schritte bezüglich <acc_num>. <tel_num>",0.6822184324264526,0.61451256275177,0.8106940984725952,0.1961815357208252,0.1961815357208252
Ausfall bei Datenanalyse,Problem,Technical Support,"Sehr geehrte/r <name>, vielen Dank für die Meldung des Ausfalls im Datenanalysesystem und die Beschreibung der durchgeführten Maßnahmen. Ich schätze Ihre Empfehlung, die Softwarekompatibilität regelmäßig zu prüfen und zu aktualisieren sowie ein Backup-System einzurichten, um ähnliche Probleme künftig zu verhindern. Der Vorfall wird dokumentiert, und die Vorschläge werden an das Technikteam zur Überprüfung und Umsetzung weitergeleitet. Bei weiteren Problemen zögern Sie bitte nicht, <tel_num> zu kontaktieren oder per E-Mail zu antworten. Wir freuen uns über Ihr Feedback und darauf, weiterhin einen zuverlässigen Service für <acc_num> zu gewährleisten.","Datenanalyse-System funktionierte korrekt, Optimierung von Investitionen durch Hürde gestiegen. Mögliche Ursachen für Probleme, wie Softwarefehler oder Schäden in der Datenintegration, wurden erfasst. Maßnahmen umgesetzt, wie Serverneustart, Überprüfung der Datenquellen und Softwareupdate, um das Problem zu beheben. System leistete nach der Intervention korrekt, Optimierung von Investitionen wurde fortgesetzt. System weiterhin beobachtet, um zukünftige Fehlfunktionen zu vermeiden.","Problem im Datenanalyse-System behebt, Optimierung von Investitionen geht fort. System weiterhin beobachtet, um zukünftige Fehlfunktionen zu vermeiden.",0.934027910232544,0.5093140602111816,0.6457505226135254,"Datenanalyse-System funktionierte korrekt, Optimierung von Investitionen durch Hürde gestiegen. Mögliche Ursachen für Probleme, wie Softwarefehler oder Schäden in der Datenintegration, wurden erfasst. Maßnahmen umgesetzt, wie Serverneustart, Überprüfung der Datenquellen und Softwareupdate, um das Problem zu beheben. System leistete nach der Intervention korrekt, Optimierung von Investitionen wurde fortgesetzt. System weiterhin beobachtet, um zukünftige Fehlfunktionen zu vermeiden.","Problem im Datenanalyse-System behebt, Optimierung von Investitionen geht fort. System weiterhin beobachtet, um zukünftige Fehlfunktionen zu vermeiden.",0.8105305433273315,0.5093140602111816,0.8410526514053345,0.195302128791809,0.19530212879180908
Verstoß gegen Datenschutz in der Krankenhaus-IT-Systeme,Problem,Technical Support,"Sehr geehrte/r [Name], vielen Dank für Ihre Meldung zum Verstoß gegen Datenschutz im Krankenhaus-IT-System. Schätze die Schritte, die Sie eingeschlagen haben, um die Software zu aktualisieren und die Passwörter zu verstärken. Möchte besprechen, wie wir sicherstellen können, dass notwendige Maßnahmen getroffen werden, um zukünftige Verstöße zu verhindern. Wie wäre es mit [Tag] um [Uhrzeit], um die aktuellen Sicherheitsprotokolle zu überprüfen?",Mögliche Verletzung der Datensperreregelung bei den Krankenhausauftritten des IT-Systems,"Wir haben Ihre E-Mail über die potenziellen Datensperrerverletzungen bei den IT-Systemen des Krankenhauses erhalten. Bitte überprüfen Sie die Angelegenheit und geben Sie weitere Details der durchgeführten internen Audits an. Falls nötig, können Sie sich am Telefon an Nummer <tel_num> wenden, um eine Diskussion über die möglichen Maßnahmen zur Datensicherheit der Patienten zu führen.",0.9246742129325868,0.7413562536239624,0.7487983107566833,Datensperre in der Krankenhaus-IT-Systeme,"Sehr geehrte/r [Name], vielen Dank, dass Sie die Datensperre im Krankenhaus-IT-System gemeldet haben. Ich schätze, dass Sie Schritte unternommen haben, um die Software zu aktualisieren und die Passwörter zu verstärken. Es wäre gut, wenn wir uns in der Zukunft darüber unterhalten könnten, welche weiteren Maßnahmen getroffen werden müssen, um zukünftige Datensperren zu verhindern. Darf ich einen Anruf vereinbaren, um die aktuellen Sicherheitsprotokolle gemeinsam zu überprüfen? Bitte geben Sie mir einen Moment, an dem es Ihnen recht ist.",0.7692677974700928,0.9416652321815492,0.9416652321815492,0.1928669214248657,0.19286692142486583
Fehlschlag der Marketingstrategie,Problem,Returns and Exchanges,"Untersuchung der Auswirkungen der Marketingstrategien auf die Marke. Bitte erlauben Sie mir, <tel_num> zu kontaktieren, um weitere Details zu besprechen und mögliche Lösungen zur Verbesserung des Wachstums zu identifizieren.",,"Sehr geehrter <name>,\n\nich verstehe Ihre Bedenken bezüglich der enttäuschenden Ergebnisse im digitalen Marketing. Um das Problem besser zu erfassen, würde ich gern mehr Details zu Ihren aktuellen Kampagnen und der Zielgruppe erhalten. Gerne kann ich Empfehlungen sowie Informationen zu Tools und Techniken bereitstellen, um Ihre Zielgruppe besser zu verstehen und Ihre Social-Media- sowie Werbekampagnen zu optimieren. Wäre es möglich, einen passenden Zeitpunkt für ein Telefonat zu vereinbaren, um die Details zu besprechen?",0.9422724843025208,0.680174708366394,0.7683074474334717,Erfolg der Marketingkampagne,"Sehr geehrter <Name>, vielen Dank, dass Sie uns bezüglich Ihrer Bedenken hinsichtlich der aktuellen digitalen Marketingkampagne kontaktiert haben. Ich verstehe, dass trotz der Bemühungen der Marketingagentur nur ein begrenztes Wachstum Ihrer Marke erzielt wurde. Gerne unterstütze ich Sie dabei, mögliche Anpassungen bei Zielgruppenansprache und Werbekanälen zu erkunden. Um die Situation besser zu verstehen, könnten Sie uns bitte detaillierte Informationen zu Ihrer aktuellen Marketingstrategie zukommen lassen, einschließlich der genutzten Plattformen, Kanäle und der verfolgten Kennzahlen. Außerdem...",0.7815765142440796,0.7683074474334717,0.9523000717163086,0.1839926242828369,0.18399262428283691
System Failure Affects Data Analysis Operations,Incident,Product Support,"Thank you for reaching out to us regarding the system failure that is affecting your data analysis operations. We apologize for the inconvenience caused and are happy to assist in resolving this matter. To better understand the issue, could you please provide any error messages you are receiving and the steps you have taken so far? If needed, we can schedule a call at <tel_num> to discuss this further. Please let us know a convenient time for you. Additionally, we will need <acc_num> to proceed with the matter. We look forward to resolving this for you.",Unanticipated System Failure During Data Analysis,"For assistance, please contact us at +123-456-7890",0.8928417563438416,0.4609947502613067,0.6685655117034912,Unanticipated System Failure During Data Analysis,"For assistance, please contact us at +123-456-7890",0.7487479448318481,0.4609947502613067,0.8502511978149414,0.1816856861114502,0.1816856861114502
Sicherheitsanomalie im Datensystem,Incident,Customer Service,"Für nähere Informationen zum Datenschutzproblem rufen Sie bitte <tel_num> an, um eine Diskussion über die notwendigen nächsten Schritte zu starten, die für die Steigerung der Datensicherheit hilfreich sein könnten.",Unerlaubte Zugriffsbemühungen auf medizinische Datenysteme wurden kürzlich festgestellt,"Sehr geehrte/r [Name], vielen Dank für die umgehende Mitteilung bezüglich der unerlaubten Zugriffsbemühungen auf medizinische Datenysteme. Wir nehmen die Situation ernst und bereiten uns auf, dabei zu helfen, die Sicherheit der Systeme zu gewährleisten. Wir möchten Ihnen weiterhin behilflich sein und Sie gerne mit Informationen über die kürzlich entdeckte Software-Vulnerabilität und die Schritte, die bisher unternommen wurden, unterstützen. Könnten Sie bitte mehr Details zu der Vulnerabilität und den Anpassungen, die vorgenommen wurden, geben? Wir können gerne telefonisch an der Nummer [Telefonnummer] vereinbaren, um die notwendige Unterstützung zu leisten.",0.8900907039642334,0.6764836311340332,0.7060750126838684,Datenschutz-Sicherheitsanomalie,"Um das Datenschutz-Sicherheitsanomalie weiter zu untersuchen, kontaktieren Sie uns unter <tel_num>. Dies wird die Vorbereitung für die nächste Einzelgesprächen und die notwendigen Maßnahmen zur Sicherstellung der Datensicherheit erleichtern.",0.7302075624465942,0.88669753074646,0.88669753074646,0.1806225180625915,0.18062251806259155
Hospital System Outage,Incident,IT Support,Investigate the hospital's system issues and contact <tel_num> to discuss and provide guidance for resolution.,Unexpected Service Outage,"Acknowledging the service outage reported, which has affected critical systems used for securing medical data in our hospital's infrastructure. We understand the severity and the potential impact on operations. Our team is taking immediate action to investigate the root cause of the disruption, which may be related to a network failure or hardware malfunction.\n\nSince initial troubleshooting has already been performed, we would appreciate information on the steps taken and any error messages encountered. This will assist our team.",0.841525137424469,0.5536267757415771,0.6626551747322083,Intermittent Network Disruptions at Hospital,Review firewall update logs to identify the cause of the intermittent network disruptions at the hospital. Kindly provide detailed firewall update logs for further analysis. Contact <tel_num> to discuss the next steps.,0.6378811597824097,0.507827877998352,0.8392629623413086,0.1766077876091003,0.17660778760910034
Anpassung der Raten erforderlich,Change,Billing and Payments,"Die betroffenen Kunden für Ratenanpassung erhalten eine E-Mail, um die Anpassung mit den neuen digitale Strategieinitiativen in Einklang zu bringen. Um die Anpassung voranzutreiben, benötigen wir zusätzliche Informationen zu den spezifischen Produkten und den Kontodetails der betroffenen Kunden. Könnten Sie bitte die Kontonummer und eine ausführliche Liste der betroffenen Produkte bereitstellen? Die Ratenanpassung kann schnell überprüft und verarbeitet werden, um jegliche Störungen unserer Dienste zu vermeiden. Falls eine direkte Kontaktaufnahme notwendig ist, um die Anpassung zu besprechen, stehen wir Ihnen gerne zur Verfügung. Wenn Sie ein persönliches Gespräch bevorzugen, wann wäre ein passender Zeitpunkt für Sie?",,"geehrter <name>, vielen Dank für Ihre Anfrage. Wir freuen uns, Ihnen bei der Optimierung Ihrer Markengeschäfte helfen zu können. Unsere Team wird eine angepasste Strategie zur Verbesserung Ihres Online-Gesichts anbieten. Bitte kontaktieren Sie uns unter <tel_num>, um weitere Details zu besprechen und Ihre Fragen zu klären. Wir bitten Sie, eine geeignete Zeit für den Anruf vorzubereiten.",0.7737091183662415,0.5849417448043823,0.6797380447387695,Necessary Adjustment for Billing,"We have received your email regarding the billing adjustment to align affected products with our new digital strategy initiatives. We proceed with the adjustment but need specific information and account details involved. Could you please provide the account number and a detailed list of the affected products? We will review the process and make the necessary adjustments as soon as possible to avoid any service disruptions. If further contact is necessary, I will be available for a call at your convenience.",0.6081085205078125,0.8391000628471375,0.849620521068573,0.1698824763298034,0.16988247632980347
Trouble with Data Analysis Software,Incident,General Inquiry,Please address the data analysis software issue by calling us at <tel_num> to discuss and find a solution. Kindly provide an appropriate time for the conversation.,Data Analysis System,"We have received your email regarding the issues with the Data Analysis System for investment optimization. We understand the urgency and potential consequences for investments. Please provide additional details about the inconsistencies and system performance, such as specific error messages and timestamps of occurrences. We will review this information and contact you at <tel_num>. We aim to discuss possible solutions and the next steps for a swift resolution of the issue related to account <acc_num>.",0.8929243087768555,0.6364815831184387,0.6364815831184387,Data Analysis System,"We have received your email regarding the issues with the Data Analysis System for investment optimization. We understand the urgency and potential consequences for investments. Please provide additional details about the inconsistencies and system performance, such as specific error messages and timestamps of occurrences. We will review this information and contact you at <tel_num>. We aim to discuss possible solutions and the next steps for a swift resolution of the issue related to account <acc_num>.",0.6920486688613892,0.6364815831184387,0.796157717704773,0.1596761345863342,0.15967613458633423
Anfrage zum Sicherheits-Support,Change,IT Support,"Allgemeine Richtlinien für die Konfiguration von System- und Gerätezugriffssteuerungen unter Debian 10 zum Schutz medizinischer Daten. Detaillierte Schritt-für-Schritt-Anleitungen, Empfehlungen zu Verschlüsselungsmethoden und die Möglichkeit, einen Anruf zu vereinbaren, um weitere Details zu besprechen sowie zusätzliche Ressourcen und bewährte Praktiken bereitzustellen.",Verbessern der Medizinischen Datensicherheitsprotokolle,"Betreuten <name>, bedanke mich bei Ihrer Besorgnis hinsichtlich der Verbesserung der Sicherheitsprotokolle und Datensicherheit der IT-Infrastruktur in medizinischen Einrichtungen. Ich verstehe die Bedeutung, um Datenverletzungen zu verhindern und die Konfidenz, Integrität und Verfügbarkeit sensibler medizinischer Informationen zu sichern. Wir werden uns mit diesem Problem befassen und die aktuellen Sicherheitsmaßnahmen überprüfen, um Bereiche mit Verbesserungspotential zu identifizieren. Es ist wichtig, dass wir diese Anfrage besprechen und einen frühestmöglichen Termin vereinbaren. Bitte geben Sie mir eine sichere Zeit an, um Sie telefonisch zu erreichen: <tel_num>. Wir können dann die notwendigen Schritte ergreifen, um die Sicherheitsprotokolle zu stärken, insbesondere für sensible Informationen.",0.7865957617759705,0.6099406480789185,0.6833505630493164,Anbieten von Verschlüsselung und Zugriffssteuerung für medizinische Daten in IT-Systemen von Krankenhäusern mit Debian 10 Buster,Debian 10 Buster bietet eine sichere Verschlüsselung und Zugriffssteuerung für medizinische Daten in IT-Systemen von Krankenhäusern.,0.605270504951477,0.8108696937561035,0.8379737734794617,0.1546232104301452,0.15462321043014526
Unterstützung für Marketingfirma erforderlich,Incident,Customer Service,"Bitte untersuchen Sie den Rückgang der Interaktionen bei den digitalen Kampagnen der Marketingagentur. Um das Problem besser zu verstehen, stellen Sie bitte weitere Details zu den spezifischen Algorithmusänderungen sowie die betroffenen Metriken bereit. Dies wird uns helfen, eine präzisere Lösung zu entwickeln und die nächsten Schritte zur Steigerung der Interaktionen festzulegen.",Unterstützung für Marketingagentur bei Kampagnen,"Die Aktualisierung der Zielgruppenstrategien kann dazu beitragen, die Markenbindung zu stärken. Bitte stellen Sie zusätzliche Informationen zu den aktuellen Kampagnen und den angestrebten Ergebnissen bereit, damit wir Ihre Bedürfnisse besser verstehen und passende Lösungen vorschlagen können.",0.8954267501831055,0.6501441597938538,0.7507851123809814,Unterstützung für Marketingagentur bei Kampagnen,"Die Aktualisierung der Zielgruppenstrategien kann dazu beitragen, die Markenbindung zu stärken. Bitte stellen Sie zusätzliche Informationen zu den aktuellen Kampagnen und den angestrebten Ergebnissen bereit, damit wir Ihre Bedürfnisse besser verstehen und passende Lösungen vorschlagen können.",0.7725944519042969,0.6501441597938538,0.9049519300460817,0.1541668176651001,0.1541668176651002
